% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.00421428	1	0	0	4.84175e-13	1020.73	0
0.00421428	1	0	0	4.9885e-13	1051.67	0
0.00421428	1	0	0	4.05639e-13	855.161	0
0.00421428	1	0	0	5.38578e-13	1135.42	0
0.00421428	1	0	0	5.76732e-13	1215.86	0
0.00421428	1	0	0	6.84382e-13	1442.8	0
0.00521428	1	0	0	3.65147e-13	769.798	0
0.00521428	1	0	0	1.62408e-13	342.386	0
0.00521428	1	0	0	1.22756e-12	2587.92	0
0.00521428	1	0	0	2.47544e-13	521.868	0
0.00521428	1	0	0	2.19328e-13	462.383	0
0.00521428	1	0	0	1.0713e-13	225.85	0
0.00521428	1	0	0	4.84177e-13	1020.73	0
0.00521428	1	0	0	4.98854e-13	1051.68	0
0.00521428	1	0	0	4.05637e-13	855.158	0
0.00521428	1	0	0	5.38582e-13	1135.43	0
0.00521428	1	0	0	5.76739e-13	1215.87	0
0.00521428	1	0	0	6.84376e-13	1442.79	0
0.00621428	1	0	0	3.65144e-13	769.792	0
0.00621428	1	0	0	1.62409e-13	342.387	0
0.00621428	1	0	0	1.22754e-12	2587.89	0
0.00621428	1	0	0	2.47541e-13	521.863	0
0.00621428	1	0	0	2.19328e-13	462.384	0
0.00621428	1	0	0	1.0713e-13	225.85	0
0.00621428	1	0	0	4.84179e-13	1020.74	0
0.00621428	1	0	0	4.98858e-13	1051.69	0
0.00621428	1	0	0	4.05635e-13	855.155	0
0.00621428	1	0	0	5.38587e-13	1135.44	0
0.00621428	1	0	0	5.76745e-13	1215.89	0
0.00621428	1	0	0	6.8437e-13	1442.78	0
0.00721428	1	0	0	3.65141e-13	769.785	0
0.00721428	1	0	0	1.62409e-13	342.388	0
0.00721428	1	0	0	1.22752e-12	2587.85	0
0.00721428	1	0	0	2.47539e-13	521.858	0
0.00721428	1	0	0	2.19329e-13	462.385	0
0.00721428	1	0	0	1.0713e-13	225.851	0
0.00721428	1	0	0	4.84182e-13	1020.74	0
0.00721428	1	0	0	4.98862e-13	1051.69	0
0.00721428	1	0	0	4.05634e-13	855.151	0
0.00721428	1	0	0	5.38591e-13	1135.45	0
0.00721428	1	0	0	5.76752e-13	1215.9	0
0.00721428	1	0	0	6.84364e-13	1442.77	0
0.00821428	1	0	0	3.65138e-13	769.779	0
0.00821428	1	0	0	1.62409e-13	342.389	0
0.00821428	1	0	0	1.22751e-12	2587.81	0
0.00821428	1	0	0	2.47537e-13	521.854	0
0.00821428	1	0	0	2.19329e-13	462.386	0
0.00821428	1	0	0	1.07131e-13	225.852	0
0.00821428	1	0	0	4.84184e-13	1020.75	0
0.00821428	1	0	0	4.98866e-13	1051.7	0
0.00821428	1	0	0	4.05632e-13	855.148	0
0.00821428	1	0	0	5.38596e-13	1135.46	0
0.00821428	1	0	0	5.76759e-13	1215.91	0
0.00821428	1	0	0	6.84358e-13	1442.75	0
0.00921428	1	0	0	3.65135e-13	769.773	0
0.00921428	1	0	0	1.6241e-13	342.39	0
0.00921428	1	0	0	1.22749e-12	2587.77	0
0.00921428	1	0	0	2.47535e-13	521.849	0
0.00921428	1	0	0	2.19329e-13	462.387	0
0.00921428	1	0	0	1.07131e-13	225.852	0
0.00921428	1	0	0	4.84186e-13	1020.75	0
0.00921428	1	0	0	4.9887e-13	1051.71	0
0.00921428	1	0	0	4.05631e-13	855.144	0
0.00921428	1	0	0	5.386e-13	1135.47	0
0.00921428	1	0	0	5.76766e-13	1215.93	0
0.00921428	1	0	0	6.84352e-13	1442.74	0
0.0102143	1	0	0	3.65132e-13	769.766	0
0.0102143	1	0	0	1.6241e-13	342.39	0
0.0102143	1	0	0	1.22747e-12	2587.74	0
0.0102143	1	0	0	2.47533e-13	521.845	0
0.0102143	1	0	0	2.1933e-13	462.388	0
0.0102143	1	0	0	1.07131e-13	225.853	0
0.0102143	1	0	0	4.84189e-13	1020.76	0
0.0102143	1	0	0	4.98874e-13	1051.72	0
0.0102143	1	0	0	4.05629e-13	855.141	0
0.0102143	1	0	0	5.38604e-13	1135.48	0
0.0102143	1	0	0	5.76772e-13	1215.94	0
0.0102143	1	0	0	6.84346e-13	1442.73	0
0.0112143	1	0	0	3.65129e-13	769.76	0
0.0112143	1	0	0	1.6241e-13	342.391	0
0.0112143	1	0	0	1.22745e-12	2587.7	0
0.0112143	1	0	0	2.4753e-13	521.84	0
0.0112143	1	0	0	2.1933e-13	462.389	0
0.0112143	1	0	0	1.07132e-13	225.853	0
0.0112143	1	0	0	4.84191e-13	1020.76	0
0.0112143	1	0	0	4.98877e-13	1051.73	0
0.0112143	1	0	0	4.05627e-13	855.137	0
0.0112143	1	0	0	5.38609e-13	1135.49	0
0.0112143	1	0	0	5.76779e-13	1215.96	0
0.0112143	1	0	0	6.8434e-13	1442.71	0
0.0122143	1	0	0	3.65126e-13	769.754	0
0.0122143	1	0	0	1.62411e-13	342.392	0
0.0122143	1	0	0	1.22744e-12	2587.66	0
0.0122143	1	0	0	2.47528e-13	521.835	0
0.0122143	1	0	0	2.19331e-13	462.39	0
0.0122143	1	0	0	1.07132e-13	225.854	0
0.0122143	1	0	0	4.84193e-13	1020.77	0
0.0122143	1	0	0	4.98881e-13	1051.73	0
0.0122143	1	0	0	4.05626e-13	855.134	0
0.0122143	1	0	0	5.38613e-13	1135.5	0
0.0122143	1	0	0	5.76786e-13	1215.97	0
0.0122143	1	0	0	6.84334e-13	1442.7	0
0.0132143	1	0	0	3.65123e-13	769.747	0
0.0132143	1	0	0	1.62411e-13	342.393	0
0.0132143	1	0	0	1.22742e-12	2587.63	0
0.0132143	1	0	0	2.47526e-13	521.831	0
0.0132143	1	0	0	2.19331e-13	462.39	0
0.0132143	1	0	0	1.07132e-13	225.855	0
0.0132143	1	0	0	4.84195e-13	1020.77	0
0.0132143	1	0	0	4.98885e-13	1051.74	0
0.0132143	1	0	0	4.05624e-13	855.13	0
0.0132143	1	0	0	5.38618e-13	1135.51	0
0.0132143	1	0	0	5.76793e-13	1215.99	0
0.0132143	1	0	0	6.84328e-13	1442.69	0
0.0142143	1	0	0	3.6512e-13	769.741	0
0.0142143	1	0	0	1.62412e-13	342.394	0
0.0142143	1	0	0	1.2274e-12	2587.59	0
0.0142143	1	0	0	2.47524e-13	521.826	0
0.0142143	1	0	0	2.19331e-13	462.391	0
0.0142143	1	0	0	1.07133e-13	225.855	0
0.0142143	1	0	0	4.84198e-13	1020.78	0
0.0142143	1	0	0	4.98889e-13	1051.75	0
0.0142143	1	0	0	4.05622e-13	855.127	0
0.0142143	1	0	0	5.38622e-13	1135.51	0
0.0142143	1	0	0	5.76799e-13	1216	0
0.0142143	1	0	0	6.84322e-13	1442.68	0
0.0152143	1	0	0	3.65117e-13	769.735	0
0.0152143	1	0	0	1.62412e-13	342.395	0
0.0152143	1	0	0	1.22738e-12	2587.55	0
0.0152143	1	0	0	2.47522e-13	521.822	0
0.0152143	1	0	0	2.19332e-13	462.392	0
0.0152143	1	0	0	1.07133e-13	225.856	0
0.0152143	1	0	0	4.842e-13	1020.78	0
0.0152143	1	0	0	4.98893e-13	1051.76	0
0.0152143	1	0	0	4.05621e-13	855.124	0
0.0152143	1	0	0	5.38626e-13	1135.52	0
0.0152143	1	0	0	5.76806e-13	1216.01	0
0.0152143	1	0	0	6.84316e-13	1442.66	0
0.0162143	1	0	0	3.65114e-13	769.728	0
0.0162143	1	0	0	1.62412e-13	342.395	0
0.0162143	1	0	0	1.22737e-12	2587.51	0
0.0162143	1	0	0	2.4752e-13	521.817	0
0.0162143	1	0	0	2.19332e-13	462.393	0
0.0162143	1	0	0	1.07133e-13	225.857	0
0.0162143	1	0	0	4.84202e-13	1020.79	0
0.0162143	1	0	0	4.98897e-13	1051.77	0
0.0162143	1	0	0	4.05619e-13	855.12	0
0.0162143	1	0	0	5.38631e-13	1135.53	0
0.0162143	1	0	0	5.76813e-13	1216.03	0
0.0162143	1	0	0	6.8431e-13	1442.65	0
0.0172143	1	0	0	3.65111e-13	769.722	0
0.0172143	1	0	0	1.62413e-13	342.396	0
0.0172143	1	0	0	1.22735e-12	2587.48	0
0.0172143	1	0	0	2.47517e-13	521.813	0
0.0172143	1	0	0	2.19333e-13	462.394	0
0.0172143	1	0	0	1.07133e-13	225.857	0
0.0172143	1	0	0	4.84205e-13	1020.79	0
0.0172143	1	0	0	4.98901e-13	1051.77	0
0.0172143	1	0	0	4.05617e-13	855.117	0
0.0172143	1	0	0	5.38635e-13	1135.54	0
0.0172143	1	0	0	5.7682e-13	1216.04	0
0.0172143	1	0	0	6.84304e-13	1442.64	0
0.0182143	1	0	0	3.65108e-13	769.716	0
0.0182143	1	0	0	1.62413e-13	342.397	0
0.0182143	1	0	0	1.22733e-12	2587.44	0
0.0182143	1	0	0	2.47515e-13	521.808	0
0.0182143	1	0	0	2.19333e-13	462.395	0
0.0182143	1	0	0	1.07134e-13	225.858	0
0.0182143	1	0	0	4.84207e-13	1020.8	0
0.0182143	1	0	0	4.98904e-13	1051.78	0
0.0182143	1	0	0	4.05616e-13	855.113	0
0.0182143	1	0	0	5.38639e-13	1135.55	0
0.0182143	1	0	0	5.76826e-13	1216.06	0
0.0182143	1	0	0	6.84298e-13	1442.63	0
0.0192143	1	0	0	3.65105e-13	769.71	0
0.0192143	1	0	0	1.62414e-13	342.398	0
0.0192143	1	0	0	1.22731e-12	2587.4	0
0.0192143	1	0	0	2.47513e-13	521.803	0
0.0192143	1	0	0	2.19334e-13	462.396	0
0.0192143	1	0	0	1.07134e-13	225.858	0
0.0192143	1	0	0	4.84209e-13	1020.8	0
0.0192143	1	0	0	4.98908e-13	1051.79	0
0.0192143	1	0	0	4.05614e-13	855.11	0
0.0192143	1	0	0	5.38644e-13	1135.56	0
0.0192143	1	0	0	5.76833e-13	1216.07	0
0.0192143	1	0	0	6.84292e-13	1442.61	0
0.0202143	1	0	0	3.65102e-13	769.703	0
0.0202143	1	0	0	1.62414e-13	342.399	0
0.0202143	1	0	0	1.2273e-12	2587.37	0
0.0202143	1	0	0	2.47511e-13	521.799	0
0.0202143	1	0	0	2.19334e-13	462.397	0
0.0202143	1	0	0	1.07134e-13	225.859	0
0.0202143	1	0	0	4.84211e-13	1020.81	0
0.0202143	1	0	0	4.98912e-13	1051.8	0
0.0202143	1	0	0	4.05613e-13	855.106	0
0.0202143	1	0	0	5.38648e-13	1135.57	0
0.0202143	1	0	0	5.7684e-13	1216.09	0
0.0202143	1	0	0	6.84286e-13	1442.6	0
0.0212143	1	0	1	3.65099e-13	769.697	0
0.0212143	1	0	8	1.62414e-13	342.399	0
0.0212143	1	0	0	1.22728e-12	2587.33	0
0.0212143	1	0	4	2.47509e-13	521.794	0
0.0212143	1	0	3	2.19334e-13	462.397	0
0.0212143	1	0	7	1.07135e-13	225.86	0
0.0212143	1	0	2	4.84214e-13	1020.81	0
0.0212143	1	0	0	4.98916e-13	1051.81	0
0.0212143	1	0	5	4.05611e-13	855.103	0
0.0212143	1	0	0	5.38653e-13	1135.58	0
0.0212143	1	0	0	5.76847e-13	1216.1	0
0.0212143	1	0	6	6.8428e-13	1442.59	0
0.0222143	1	0	1	3.65096e-13	769.691	0
0.0222143	1	0	8	1.62415e-13	342.4	0
0.0222143	1	0	0	1.22726e-12	2587.29	0
0.0222143	1	0	4	2.47507e-13	521.79	0
0.0222143	1	0	3	2.19335e-13	462.398	0
0.0222143	1	0	7	1.07135e-13	225.86	0
0.0222143	1	0	2	4.84216e-13	1020.82	0
0.0222143	1	0	0	4.9892e-13	1051.82	0
0.0222143	1	0	5	4.05609e-13	855.1	0
0.0222143	1	0	0	5.38657e-13	1135.59	0
0.0222143	1	0	0	5.76853e-13	1216.11	0
0.0222143	1	0	6	6.84274e-13	1442.58	0
0.0232143	1	0	1	3.65093e-13	769.684	0
0.0232143	1	0	8	1.62415e-13	342.401	0
0.0232143	1	0	0	1.22724e-12	2587.25	0
0.0232143	1	0	4	2.47504e-13	521.785	0
0.0232143	1	0	3	2.19335e-13	462.399	0
0.0232143	1	0	7	1.07135e-13	225.861	0
0.0232143	1	0	2	4.84218e-13	1020.82	0
0.0232143	1	0	0	4.98924e-13	1051.82	0
0.0232143	1	0	5	4.05608e-13	855.096	0
0.0232143	1	0	0	5.38661e-13	1135.6	0
0.0232143	1	0	0	5.7686e-13	1216.13	0
0.0232143	1	0	6	6.84268e-13	1442.56	0
0.0242143	1	0	1	3.6509e-13	769.678	0
0.0242143	1	0	8	1.62415e-13	342.402	0
0.0242143	1	0	0	1.22722e-12	2587.22	0
0.0242143	1	0	4	2.47502e-13	521.78	0
0.0242143	1	0	3	2.19336e-13	462.4	0
0.0242143	1	0	7	1.07136e-13	225.862	0
0.0242143	1	0	2	4.84221e-13	1020.83	0
0.0242143	1	0	0	4.98928e-13	1051.83	0
0.0242143	1	0	5	4.05606e-13	855.093	0
0.0242143	1	0	0	5.38666e-13	1135.61	0
0.0242143	1	0	0	5.76867e-13	1216.14	0
0.0242143	1	0	6	6.84262e-13	1442.55	0
0.0252143	1	0	1	3.65087e-13	769.672	0
0.0252143	1	0	8	1.62416e-13	342.403	0
0.0252143	1	0	0	1.22721e-12	2587.18	0
0.0252143	1	0	4	2.475e-13	521.776	0
0.0252143	1	0	3	2.19336e-13	462.401	0
0.0252143	1	0	7	1.07136e-13	225.862	0
0.0252143	1	0	2	4.84223e-13	1020.83	0
0.0252143	1	0	0	4.98931e-13	1051.84	0
0.0252143	1	0	5	4.05604e-13	855.089	0
0.0252143	1	0	0	5.3867e-13	1135.62	0
0.0252143	1	0	0	5.76874e-13	1216.16	0
0.0252143	1	0	6	6.84256e-13	1442.54	0
0.0262143	1	0	1	3.65084e-13	769.665	0
0.0262143	1	0	8	1.62416e-13	342.403	0
0.0262143	1	0	0	1.22719e-12	2587.14	0
0.0262143	1	0	4	2.47498e-13	521.771	0
0.0262143	1	0	3	2.19336e-13	462.402	0
0.0262143	1	0	7	1.07136e-13	225.863	0
0.0262143	1	0	2	4.84225e-13	1020.84	0
0.0262143	1	0	10	4.98935e-13	1051.85	0
0.0262143	1	0	5	4.05603e-13	855.086	0
0.0262143	1	0	9	5.38675e-13	1135.63	0
0.0262143	1	0	0	5.7688e-13	1216.17	0
0.0262143	1	0	6	6.8425e-13	1442.53	0
0.0272143	1	0	1	3.65081e-13	769.659	0
0.0272143	1	0	8	1.62417e-13	342.404	0
0.0272143	1	0	0	1.22717e-12	2587.11	0
0.0272143	1	0	4	2.47496e-13	521.767	0
0.0272143	1	0	3	2.19337e-13	462.403	0
0.0272143	1	0	7	1.07136e-13	225.863	0
0.0272143	1	0	2	4.84227e-13	1020.84	0
0.0272143	1	0	10	4.98939e-13	1051.86	0
0.0272143	1	0	5	4.05601e-13	855.082	0
0.0272143	1	0	9	5.38679e-13	1135.63	0
0.0272143	1	0	0	5.76887e-13	1216.18	0
0.0272143	1	0	6	6.84244e-13	1442.51	0
0.0282143	1	0	1	3.65078e-13	769.653	0
0.0282143	1	0	8	1.62417e-13	342.405	0
0.0282143	1	0	0	1.22715e-12	2587.07	0
0.0282143	1	0	4	2.47493e-13	521.762	0
0.0282143	1	0	3	2.19337e-13	462.404	0
0.0282143	1	0	7	1.07137e-13	225.864	0
0.0282143	1	0	2	4.8423e-13	1020.85	0
0.0282143	1	0	10	4.98943e-13	1051.86	0
0.0282143	1	0	5	4.056e-13	855.079	0
0.0282143	1	0	9	5.38683e-13	1135.64	0
0.0282143	1	0	0	5.76894e-13	1216.2	0
0.0282143	1	0	6	6.84238e-13	1442.5	0
0.0292143	1	0	1	3.65075e-13	769.646	0
0.0292143	1	0	8	1.62417e-13	342.406	0
0.0292143	1	0	0	1.22714e-12	2587.03	0
0.0292143	1	0	4	2.47491e-13	521.757	0
0.0292143	1	0	3	2.19338e-13	462.405	0
0.0292143	1	0	7	1.07137e-13	225.865	0
0.0292143	1	0	2	4.84232e-13	1020.85	0
0.0292143	1	0	10	4.98947e-13	1051.87	0
0.0292143	1	0	5	4.05598e-13	855.076	0
0.0292143	1	0	9	5.38688e-13	1135.65	0
0.0292143	1	0	0	5.76901e-13	1216.21	0
0.0292143	1	0	6	6.84232e-13	1442.49	0
0.0302143	1	0	1	3.65072e-13	769.64	0
0.0302143	1	0	8	1.62418e-13	342.407	0
0.0302143	1	0	0	1.22712e-12	2586.99	0
0.0302143	1	0	4	2.47489e-13	521.753	0
0.0302143	1	0	3	2.19338e-13	462.405	0
0.0302143	1	0	7	1.07137e-13	225.865	0
0.0302143	1	0	2	4.84234e-13	1020.86	0
0.0302143	1	0	10	4.98951e-13	1051.88	0
0.0302143	1	0	5	4.05596e-13	855.072	0
0.0302143	1	0	9	5.38692e-13	1135.66	0
0.0302143	1	0	0	5.76907e-13	1216.23	0
0.0302143	1	0	6	6.84226e-13	1442.48	0
0.0312143	1	0	1	3.65069e-13	769.634	0
0.0312143	1	0	8	1.62418e-13	342.407	0
0.0312143	1	0	0	1.2271e-12	2586.96	0
0.0312143	1	0	4	2.47487e-13	521.748	0
0.0312143	1	0	3	2.19339e-13	462.406	0
0.0312143	1	0	7	1.07138e-13	225.866	0
0.0312143	1	0	2	4.84237e-13	1020.86	0
0.0312143	1	0	10	4.98955e-13	1051.89	0
0.0312143	1	0	5	4.05595e-13	855.069	0
0.0312143	1	0	9	5.38696e-13	1135.67	0
0.0312143	1	0	0	5.76914e-13	1216.24	0
0.0312143	1	0	6	6.8422e-13	1442.46	0
0.0322143	1	0	1	3.65066e-13	769.627	0
0.0322143	1	0	8	1.62418e-13	342.408	0
0.0322143	1	0	12	1.22708e-12	2586.92	0
0.0322143	1	0	4	2.47485e-13	521.744	0
0.0322143	1	0	3	2.19339e-13	462.407	0
0.0322143	1	0	7	1.07138e-13	225.867	0
0.0322143	1	0	2	4.84239e-13	1020.87	0
0.0322143	1	0	10	4.98958e-13	1051.9	0
0.0322143	1	0	5	4.05593e-13	855.065	0
0.0322143	1	0	9	5.38701e-13	1135.68	0
0.0322143	1	0	11	5.76921e-13	1216.26	0
0.0322143	1	0	6	6.84214e-13	1442.45	0
0.0332143	1	0	1	3.65063e-13	769.621	0
0.0332143	1	0	8	1.62419e-13	342.409	0
0.0332143	1	0	12	1.22707e-12	2586.88	0
0.0332143	1	0	4	2.47483e-13	521.739	0
0.0332143	1	0	3	2.19339e-13	462.408	0
0.0332143	1	0	7	1.07138e-13	225.867	0
0.0332143	1	0	2	4.84241e-13	1020.87	0
0.0332143	1	0	10	4.98962e-13	1051.9	0
0.0332143	1	0	5	4.05591e-13	855.062	0
0.0332143	1	0	9	5.38705e-13	1135.69	0
0.0332143	1	0	11	5.76928e-13	1216.27	0
0.0332143	1	0	6	6.84208e-13	1442.44	0
0.0342143	1	0	1	3.6506e-13	769.615	0
0.0342143	1	0	8	1.62419e-13	342.41	0
0.0342143	1	0	12	1.22705e-12	2586.84	0
0.0342143	1	0	4	2.4748e-13	521.735	0
0.0342143	1	0	3	2.1934e-13	462.409	0
0.0342143	1	0	7	1.07138e-13	225.868	0
0.0342143	1	0	2	4.84243e-13	1020.87	0
0.0342143	1	0	10	4.98966e-13	1051.91	0
0.0342143	1	0	5	4.0559e-13	855.058	0
0.0342143	1	0	9	5.3871e-13	1135.7	0
0.0342143	1	0	11	5.76934e-13	1216.28	0
0.0342143	1	0	6	6.84202e-13	1442.42	0
0.0352143	1	0	1	3.65057e-13	769.608	0
0.0352143	1	0	8	1.6242e-13	342.411	0
0.0352143	1	0	12	1.22703e-12	2586.81	0
0.0352143	1	0	4	2.47478e-13	521.73	0
0.0352143	1	0	3	2.1934e-13	462.41	0
0.0352143	1	0	7	1.07139e-13	225.868	0
0.0352143	1	0	2	4.84246e-13	1020.88	0
0.0352143	1	0	10	4.9897e-13	1051.92	0
0.0352143	1	0	5	4.05588e-13	855.055	0
0.0352143	1	0	9	5.38714e-13	1135.71	0
0.0352143	1	0	11	5.76941e-13	1216.3	0
0.0352143	1	0	6	6.84196e-13	1442.41	0
0.0362143	1	0	1	3.65054e-13	769.602	0
0.0362143	1	0	8	1.6242e-13	342.411	0
0.0362143	1	0	12	1.22701e-12	2586.77	0
0.0362143	1	0	4	2.47476e-13	521.725	0
0.0362143	1	0	3	2.19341e-13	462.411	0
0.0362143	1	0	7	1.07139e-13	225.869	0
0.0362143	1	0	2	4.84248e-13	1020.88	0
0.0362143	1	0	10	4.98974e-13	1051.93	0
0.0362143	1	0	5	4.05587e-13	855.052	0
0.0362143	1	0	9	5.38718e-13	1135.72	0
0.0362143	1	0	11	5.76948e-13	1216.31	0
0.0362143	1	0	6	6.8419e-13	1442.4	0
0.0372143	1	0	1	3.65051e-13	769.596	0
0.0372143	1	0	8	1.6242e-13	342.412	0
0.0372143	1	0	12	1.227e-12	2586.73	0
0.0372143	1	0	4	2.47474e-13	521.721	0
0.0372143	1	0	3	2.19341e-13	462.412	0
0.0372143	1	0	7	1.07139e-13	225.87	0
0.0372143	1	0	2	4.8425e-13	1020.89	0
0.0372143	1	0	10	4.98978e-13	1051.94	0
0.0372143	1	0	5	4.05585e-13	855.048	0
0.0372143	1	0	9	5.38723e-13	1135.73	0
0.0372143	1	0	11	5.76955e-13	1216.33	0
0.0372143	1	0	6	6.84184e-13	1442.39	0
0.0382143	1	0	1	3.65048e-13	769.59	0
0.0382143	1	0	8	1.62421e-13	342.413	0
0.0382143	1	0	12	1.22698e-12	2586.7	0
0.0382143	1	0	4	2.47472e-13	521.716	0
0.0382143	1	0	3	2.19341e-13	462.412	0
0.0382143	1	0	7	1.0714e-13	225.87	0
0.0382143	1	0	2	4.84253e-13	1020.89	0
0.0382143	1	0	10	4.98982e-13	1051.95	0
0.0382143	1	0	5	4.05583e-13	855.045	0
0.0382143	1	0	9	5.38727e-13	1135.74	0
0.0382143	1	0	11	5.76962e-13	1216.34	0
0.0382143	1	0	6	6.84178e-13	1442.37	0
0.0392143	1	0	1	3.65045e-13	769.583	0
0.0392143	1	0	8	1.62421e-13	342.414	0
0.0392143	1	0	12	1.22696e-12	2586.66	0
0.0392143	1	0	4	2.4747e-13	521.712	0
0.0392143	1	0	3	2.19342e-13	462.413	0
0.0392143	1	0	7	1.0714e-13	225.871	0
0.0392143	1	0	2	4.84255e-13	1020.9	0
0.0392143	1	0	10	4.98985e-13	1051.95	0
0.0392143	1	0	5	4.05582e-13	855.041	0
0.0392143	1	0	9	5.38732e-13	1135.75	0
0.0392143	1	0	11	5.76968e-13	1216.36	0
0.0392143	1	0	6	6.84172e-13	1442.36	0
0.0402143	1	0	1	3.65042e-13	769.577	0
0.0402143	1	0	8	1.62422e-13	342.415	0
0.0402143	1	0	12	1.22694e-12	2586.62	0
0.0402143	1	0	4	2.47467e-13	521.707	0
0.0402143	1	0	3	2.19342e-13	462.414	0
0.0402143	1	0	7	1.0714e-13	225.872	0
0.0402143	1	0	2	4.84257e-13	1020.9	0
0.0402143	1	0	10	4.98989e-13	1051.96	0
0.0402143	1	0	5	4.0558e-13	855.038	0
0.0402143	1	0	9	5.38736e-13	1135.76	0
0.0402143	1	0	11	5.76975e-13	1216.37	0
0.0402143	1	0	6	6.84166e-13	1442.35	0
0.0412143	1	0	1	3.65039e-13	769.571	0
0.0412143	1	0	8	1.62422e-13	342.416	0
0.0412143	1	0	12	1.22692e-12	2586.58	0
0.0412143	1	0	4	2.47465e-13	521.702	0
0.0412143	1	0	3	2.19343e-13	462.415	0
0.0412143	1	0	7	1.07141e-13	225.872	0
0.0412143	1	0	2	4.84259e-13	1020.91	0
0.0412143	1	0	10	4.98993e-13	1051.97	0
0.0412143	1	0	5	4.05578e-13	855.034	0
0.0412143	1	0	9	5.3874e-13	1135.76	0
0.0412143	1	0	11	5.76982e-13	1216.38	0
0.0412143	1	0	6	6.8416e-13	1442.34	0
0.0422143	1	0	1	3.65036e-13	769.564	0
0.0422143	1	0	8	1.62422e-13	342.416	0
0.0422143	1	0	12	1.22691e-12	2586.55	0
0.0422143	1	0	4	2.47463e-13	521.698	0
0.0422143	1	0	3	2.19343e-13	462.416	0
0.0422143	1	0	7	1.07141e-13	225.873	0
0.0422143	1	0	2	4.84262e-13	1020.91	0
0.0422143	1	0	10	4.98997e-13	1051.98	0
0.0422143	1	0	5	4.05577e-13	855.031	0
0.0422143	1	0	9	5.38745e-13	1135.77	0
0.0422143	1	0	11	5.76989e-13	1216.4	0
0.0422143	1	0	6	6.84154e-13	1442.32	0
0.0432143	1	0	1	3.65033e-13	769.558	0
0.0432143	1	0	8	1.62423e-13	342.417	0
0.0432143	1	0	12	1.22689e-12	2586.51	0
0.0432143	1	0	4	2.47461e-13	521.693	0
0.0432143	1	0	3	2.19344e-13	462.417	0
0.0432143	1	0	7	1.07141e-13	225.873	0
0.0432143	1	0	2	4.84264e-13	1020.92	0
0.0432143	1	0	10	4.99001e-13	1051.99	0
0.0432143	1	0	5	4.05575e-13	855.028	0
